,LED,Timestamp (unix),ADC
2670,415,1660195743510,1969
2671,445,1660195743510,997
2672,480,1660195743510,2070
2673,515,1660195743510,2509
2674,555,1660195743510,1943
2675,590,1660195743510,30338
2676,630,1660195743510,41738
2677,680,1660195743510,3483
2680,415,1660195742894,1969
2681,445,1660195742894,998
2682,480,1660195742894,2069
2683,515,1660195742894,2505
2684,555,1660195742894,1951
2685,590,1660195742894,30434
2686,630,1660195742894,41855
2687,680,1660195742894,3498
2690,415,1660195742776,1971
2691,445,1660195742776,999
2692,480,1660195742776,2071
2693,515,1660195742776,2509
2694,555,1660195742776,1944
2695,590,1660195742776,30339
2696,630,1660195742776,41738
2697,680,1660195742776,3487
2700,415,1660195742775,1969
2701,445,1660195742775,998
2702,480,1660195742775,2069
2703,515,1660195742775,2507
2704,555,1660195742775,1950
2705,590,1660195742775,30403
2706,630,1660195742775,41804
2707,680,1660195742775,3497
2710,415,1660195742760,1969
2711,445,1660195742760,999
2712,480,1660195742760,2069
2713,515,1660195742760,2506
2714,555,1660195742760,1945
2715,590,1660195742760,30337
2716,630,1660195742760,41739
2717,680,1660195742760,3486
2720,415,1660195741553,1968
2721,445,1660195741553,998
2722,480,1660195741553,2069
2723,515,1660195741553,2506
2724,555,1660195741553,1950
2725,590,1660195741553,30445
2726,630,1660195741553,41854
2727,680,1660195741553,3498
2730,415,1660195739812,1968
2731,445,1660195739812,997
2732,480,1660195739812,2068
2733,515,1660195739812,2505
2734,555,1660195739812,1947
2735,590,1660195739812,30357
2736,630,1660195739812,41757
2737,680,1660195739812,3494
2740,415,1660195739194,1977
2741,445,1660195739194,1000
2742,480,1660195739194,2075
2743,515,1660195739194,2515
2744,555,1660195739194,1944
2745,590,1660195739194,30332
2746,630,1660195739194,41737
2747,680,1660195739194,3486
2750,415,1660195738576,1974
2751,445,1660195738576,1000
2752,480,1660195738576,2076
2753,515,1660195738576,2515
2754,555,1660195738576,1944
2755,590,1660195738576,30340
2756,630,1660195738576,41741
2757,680,1660195738576,3484
2760,415,1660195737954,1967
2761,445,1660195737954,997
2762,480,1660195737954,2068
2763,515,1660195737954,2506
2764,555,1660195737954,1951
2765,590,1660195737954,30439
2766,630,1660195737954,41877
2767,680,1660195737954,3497
2770,415,1660195737558,1968
2771,445,1660195737558,997
2772,480,1660195737558,2069
2773,515,1660195737558,2505
2774,590,1660195737558,30419
2775,630,1660195737558,41824
2776,680,1660195737558,3496
2779,555,1660195737558,1950
2780,415,1660195737557,1976
2781,445,1660195737557,1000
2782,480,1660195737557,2076
2783,515,1660195737557,2513
2784,555,1660195737557,1950
2785,590,1660195737557,30448
2786,630,1660195737557,41865
2787,680,1660195737557,3493
2790,415,1660195737554,1975
2791,445,1660195737554,1000
2792,480,1660195737554,2078
2793,515,1660195737554,2513
2794,555,1660195737554,1945
2795,590,1660195737554,30424
2796,630,1660195737554,41855
2797,680,1660195737554,3489
2800,415,1660195734893,1971
2801,445,1660195734893,998
2802,480,1660195734893,2069
2803,515,1660195734893,2505
2804,555,1660195734893,1943
2805,590,1660195734893,30349
2806,630,1660195734893,41739
2807,680,1660195734893,3483
2810,415,1660195733018,1970
2811,445,1660195733018,998
2812,480,1660195733018,2068
2813,515,1660195733018,2508
2814,555,1660195733018,1949
2815,590,1660195733018,30444
2816,630,1660195733018,41867
2817,680,1660195733018,3491
2820,415,1660195732401,1976
2821,445,1660195732401,1000
2822,480,1660195732401,2076
2823,515,1660195732401,2513
2824,555,1660195732401,1944
2825,590,1660195732401,30347
2826,630,1660195732401,41744
2827,680,1660195732401,3483
2830,415,1660195731784,1977
2831,445,1660195731784,1001
2832,480,1660195731784,2076
2833,515,1660195731784,2514
2834,555,1660195731784,1943
2835,590,1660195731784,30349
2836,630,1660195731784,41806
2837,680,1660195731784,3482
2840,415,1660195731169,1976
2841,445,1660195731169,1000
2842,480,1660195731169,2075
2843,515,1660195731169,2516
2844,555,1660195731169,1944
2845,590,1660195731169,30350
2846,630,1660195731169,41744
2847,680,1660195731169,3484
2850,415,1660195730549,1972
2851,445,1660195730549,999
2852,480,1660195730549,2074
2853,515,1660195730549,2511
2854,555,1660195730549,1950
2855,590,1660195730549,30386
2856,630,1660195730549,41784
2857,680,1660195730549,3493
2860,415,1660195729933,1975
2861,445,1660195729933,1000
2862,480,1660195729933,2075
2863,515,1660195729933,2516
2864,555,1660195729933,1948
2865,590,1660195729933,30370
2866,630,1660195729933,41757
2867,680,1660195729933,3489
2870,415,1660195729315,1975
2871,445,1660195729315,1001
2872,480,1660195729315,2074
2873,515,1660195729315,2513
2874,555,1660195729315,1943
2875,590,1660195729315,30346
2876,630,1660195729315,41736
2877,680,1660195729315,3482
2880,415,1660195728697,1968
2881,445,1660195728697,997
2882,480,1660195728697,2069
2883,515,1660195728697,2507
2884,555,1660195728697,1946
2885,590,1660195728697,30367
2886,630,1660195728697,41761
2887,680,1660195728697,3487
2890,415,1660195728078,1968
2891,445,1660195728078,997
2892,480,1660195728078,2070
2893,515,1660195728078,2505
2894,555,1660195728078,1950
2895,590,1660195728078,30459
2896,630,1660195728078,41861
2897,680,1660195728078,3492
2900,415,1660195727460,1976
2901,445,1660195727460,1000
2902,480,1660195727460,2075
2903,515,1660195727460,2514
2904,555,1660195727460,1943
2905,590,1660195727460,30344
2906,630,1660195727460,41736
2907,680,1660195727460,3482
2910,415,1660195726842,1970
2911,445,1660195726842,997
2912,480,1660195726842,2069
2913,515,1660195726842,2506
2914,555,1660195726842,1943
2915,590,1660195726842,30354
2916,630,1660195726842,41740
2917,680,1660195726842,3480
2920,415,1660195726225,1969
2921,445,1660195726225,996
2922,480,1660195726225,2069
2923,515,1660195726225,2508
2924,555,1660195726225,1943
2925,590,1660195726225,30418
2926,630,1660195726225,41841
2927,680,1660195726225,3479
2930,415,1660195725605,1976
2931,445,1660195725605,1002
2932,480,1660195725605,2076
2933,515,1660195725605,2515
2934,555,1660195725605,1944
2935,590,1660195725605,30364
2936,630,1660195725605,41742
2937,680,1660195725605,3481
2940,415,1660195724989,1970
2941,445,1660195724989,997
2942,480,1660195724989,2070
2943,515,1660195724989,2508
2944,555,1660195724989,1949
2945,590,1660195724989,30470
2946,630,1660195724989,41842
2947,680,1660195724989,3492
2950,415,1660195724373,1975
2951,445,1660195724373,1000
2952,480,1660195724373,2077
2953,515,1660195724373,2515
2954,555,1660195724373,1949
2955,590,1660195724373,30412
2956,630,1660195724373,41794
2957,680,1660195724373,3490
2960,415,1660195723756,1969
2961,445,1660195723756,998
2962,480,1660195723756,2068
2963,515,1660195723756,2505
2964,555,1660195723756,1949
2965,590,1660195723756,30388
2966,630,1660195723756,41766
2967,680,1660195723756,3491
2970,415,1660195723140,1978
2971,445,1660195723140,1000
2972,480,1660195723140,2078
2973,515,1660195723140,2514
2974,555,1660195723140,1951
2975,590,1660195723140,30433
2976,630,1660195723140,41820
2977,680,1660195723140,3490
2980,415,1660195722520,1970
2981,445,1660195722520,996
2982,480,1660195722520,2070
2983,515,1660195722520,2506
2984,555,1660195722520,1943
2985,590,1660195722520,30365
2986,630,1660195722520,41741
2987,680,1660195722520,3477
2990,415,1660195721905,33
2991,445,1660195721905,331
2992,480,1660195721905,1478
2993,515,1660195721905,404
2994,555,1660195721905,1500
2995,590,1660195721905,22527
2996,630,1660195721905,30914
2997,680,1660195721905,2607
3000,415,1660195721288,34
3001,445,1660195721288,332
3002,480,1660195721288,1480
3003,515,1660195721288,405
3004,555,1660195721288,244
3005,590,1660195721288,204
3006,630,1660195721288,128
3007,680,1660195721288,125
3010,415,1660195720672,33
3011,445,1660195720672,332
3012,480,1660195720672,1478
3013,515,1660195720672,405
3014,555,1660195720672,246
3015,590,1660195720672,204
3016,630,1660195720672,128
3017,680,1660195720672,125
3020,415,1660195720053,33
3021,445,1660195720053,332
3022,480,1660195720053,1482
3023,515,1660195720053,406
3024,555,1660195720053,245
3025,590,1660195720053,204
3026,630,1660195720053,128
3027,680,1660195720053,125
3030,415,1660195719435,34
3031,445,1660195719435,331
3032,480,1660195719435,1479
3033,515,1660195719435,403
3034,555,1660195719435,246
3035,590,1660195719435,205
3036,630,1660195719435,128
3037,680,1660195719435,125
3040,415,1660195718819,34
3041,445,1660195718819,333
3042,480,1660195718819,1483
3043,515,1660195718819,405
3044,555,1660195718819,246
3045,590,1660195718819,205
3046,630,1660195718819,128
3047,680,1660195718819,124
3050,415,1660195718202,33
3051,445,1660195718202,331
3052,480,1660195718202,1479
3053,515,1660195718202,404
3054,555,1660195718202,245
3055,590,1660195718202,205
3056,630,1660195718202,128
3057,680,1660195718202,125
3060,415,1660195717585,33
3061,445,1660195717585,331
3062,480,1660195717585,1477
3063,515,1660195717585,405
3064,555,1660195717585,247
3065,590,1660195717585,206
3066,630,1660195717585,128
3067,680,1660195717585,125
3070,415,1660195716969,33
3071,445,1660195716969,332
3072,480,1660195716969,1484
3073,515,1660195716969,406
3074,555,1660195716969,247
3075,590,1660195716969,206
3076,630,1660195716969,129
3077,680,1660195716969,125
3080,415,1660195716765,34
3081,445,1660195716765,330
3082,480,1660195716765,1479
3083,515,1660195716765,404
3084,555,1660195716765,245
3085,590,1660195716765,205
3086,630,1660195716765,128
3087,680,1660195716765,124
3090,415,1660195716714,34
3091,445,1660195716714,332
3092,480,1660195716714,1480
3093,515,1660195716714,406
3094,555,1660195716714,246
3095,590,1660195716714,206
3096,630,1660195716714,128
3097,680,1660195716714,125
3100,415,1660195715114,34
3101,445,1660195715114,331
3102,480,1660195715114,1484
3103,515,1660195715114,406
3104,555,1660195715114,246
3105,590,1660195715114,206
3106,630,1660195715114,129
3107,680,1660195715114,125
3110,415,1660195714498,33
3111,445,1660195714498,330
3112,480,1660195714498,1480
3113,515,1660195714498,405
3114,555,1660195714498,246
3115,590,1660195714498,206
3116,630,1660195714498,128
3117,680,1660195714498,125
3120,415,1660195713882,33
3121,445,1660195713882,331
3122,480,1660195713882,1479
3123,515,1660195713882,406
3124,555,1660195713882,247
3125,590,1660195713882,206
3126,630,1660195713882,129
3127,680,1660195713882,126
3130,415,1660195713266,34
3131,445,1660195713266,330
3132,480,1660195713266,1480
3133,515,1660195713266,405
3134,555,1660195713266,247
3135,590,1660195713266,205
3136,630,1660195713266,129
3137,680,1660195713266,126
3140,415,1660195712649,33
3141,445,1660195712649,330
3142,480,1660195712649,1480
3143,515,1660195712649,405
3144,555,1660195712649,246
3145,590,1660195712649,205
3146,630,1660195712649,128
3147,680,1660195712649,125
3150,415,1660195712032,33
3151,445,1660195712032,331
3152,480,1660195712032,1480
3153,515,1660195712032,405
3154,555,1660195712032,246
3155,590,1660195712032,206
3156,630,1660195712032,128
3157,680,1660195712032,124
3160,415,1660195711416,33
3161,445,1660195711416,330
3162,480,1660195711416,1479
3163,515,1660195711416,406
3164,555,1660195711416,247
3165,590,1660195711416,205
3166,630,1660195711416,128
3167,680,1660195711416,125
3170,415,1660195710800,34
3171,445,1660195710800,330
3172,480,1660195710800,1481
3173,515,1660195710800,406
3174,555,1660195710800,247
3175,590,1660195710800,206
3176,630,1660195710800,129
3177,680,1660195710800,126
3180,415,1660195710184,33
3181,445,1660195710184,330
3182,480,1660195710184,1481
3183,515,1660195710184,405
3184,555,1660195710184,248
3185,590,1660195710184,206
3186,630,1660195710184,129
3187,680,1660195710184,125
3190,415,1660195709568,34
3191,445,1660195709568,331
3192,480,1660195709568,1480
3193,515,1660195709568,406
3194,555,1660195709568,248
3195,590,1660195709568,206
3196,630,1660195709568,129
3197,680,1660195709568,126
3200,415,1660195708952,33
3201,445,1660195708952,331
3202,480,1660195708952,1480
3203,515,1660195708952,406
3204,555,1660195708952,246
3205,590,1660195708952,206
3206,630,1660195708952,128
3207,680,1660195708952,124
3210,415,1660195708557,33
3211,445,1660195708557,331
3212,480,1660195708557,1480
3213,515,1660195708557,407
3214,555,1660195708557,247
3215,590,1660195708557,205
3216,630,1660195708557,128
3217,680,1660195708557,125
3220,415,1660195708553,35
3221,445,1660195708553,330
3222,480,1660195708553,1480
3223,515,1660195708553,408
3224,555,1660195708553,248
3225,590,1660195708553,207
3226,630,1660195708553,128
3227,680,1660195708553,125
3230,415,1660195706487,33
3231,445,1660195706487,330
3232,480,1660195706487,1484
3233,515,1660195706487,408
3234,555,1660195706487,247
3235,590,1660195706487,207
3236,630,1660195706487,129
3237,680,1660195706487,125
3240,415,1660195705871,33
3241,445,1660195705871,329
3242,480,1660195705871,1480
3243,515,1660195705871,407
3244,555,1660195705871,248
3245,590,1660195705871,207
3246,630,1660195705871,128
3247,680,1660195705871,126
3250,415,1660195705253,33
3251,445,1660195705253,329
3252,480,1660195705253,1482
3253,515,1660195705253,408
3254,555,1660195705253,247
3255,590,1660195705253,206
3256,630,1660195705253,129
3257,680,1660195705253,124
3260,415,1660195704637,33
3261,445,1660195704637,329
3262,480,1660195704637,1481
3263,515,1660195704637,406
3264,555,1660195704637,248
3265,590,1660195704637,207
3266,630,1660195704637,128
3267,680,1660195704637,126
3270,415,1660195704021,33
3271,445,1660195704021,328
3272,480,1660195704021,1481
3273,515,1660195704021,409
3274,555,1660195704021,247
3275,590,1660195704021,207
3276,630,1660195704021,129
3277,680,1660195704021,125
3280,415,1660195703405,35
3281,445,1660195703405,329
3282,480,1660195703405,1481
3283,515,1660195703405,406
3284,555,1660195703405,247
3285,590,1660195703405,206
3286,630,1660195703405,128
3287,680,1660195703405,125
3290,415,1660195702787,34
3291,445,1660195702787,329
3292,480,1660195702787,1482
3293,515,1660195702787,407
3294,555,1660195702787,247
3295,590,1660195702787,206
3296,630,1660195702787,128
3297,680,1660195702787,125
3300,415,1660195702172,33
3301,445,1660195702172,330
3302,480,1660195702172,1486
3303,515,1660195702172,409
3304,555,1660195702172,247
3305,590,1660195702172,206
3306,630,1660195702172,128
3307,680,1660195702172,125
3310,415,1660195702020,34
3311,445,1660195702020,329
3312,480,1660195702020,1483
3313,515,1660195702020,408
3314,555,1660195702020,249
3315,590,1660195702020,206
3316,630,1660195702020,129
3317,680,1660195702020,126
3320,415,1660195701924,33
3321,445,1660195701924,329
3322,480,1660195701924,1481
3323,515,1660195701924,408
3324,555,1660195701924,250
3325,590,1660195701924,208
3326,630,1660195701924,129
3327,680,1660195701924,126
3330,415,1660195700326,33
3331,445,1660195700326,330
3332,480,1660195700326,1487
3333,515,1660195700326,409
3334,555,1660195700326,248
3335,590,1660195700326,206
3336,630,1660195700326,129
3337,680,1660195700326,125
3340,415,1660195699703,34
3341,445,1660195699703,329
3342,480,1660195699703,1488
3343,515,1660195699703,410
3344,555,1660195699703,248
3345,590,1660195699703,206
3346,630,1660195699703,129
3347,680,1660195699703,125
3350,415,1660195699084,35
3351,445,1660195699084,329
3352,480,1660195699084,1489
3353,515,1660195699084,409
3354,555,1660195699084,250
3355,590,1660195699084,207
3356,630,1660195699084,129
3357,680,1660195699084,126
3360,415,1660195698466,33
3361,445,1660195698466,328
3362,480,1660195698466,1484
3363,515,1660195698466,409
3364,555,1660195698466,249
3365,590,1660195698466,208
3366,630,1660195698466,130
3367,680,1660195698466,125
3370,415,1660195697849,33
3371,445,1660195697849,329
3372,480,1660195697849,1490
3373,515,1660195697849,411
3374,555,1660195697849,250
3375,590,1660195697849,208
3376,630,1660195697849,129
3377,680,1660195697849,125
3380,415,1660195697231,33
3381,445,1660195697231,328
3382,480,1660195697231,1486
3383,515,1660195697231,409
3384,555,1660195697231,250
3385,590,1660195697231,208
3386,630,1660195697231,130
3387,680,1660195697231,126
3390,415,1660195697057,34
3391,445,1660195697057,329
3392,480,1660195697057,1490
3393,515,1660195697057,410
3394,555,1660195697057,249
3395,590,1660195697057,208
3396,630,1660195697057,128
3397,680,1660195697057,126
3400,415,1660195697054,34
3401,445,1660195697054,329
3402,480,1660195697054,1491
3403,515,1660195697054,411
3404,555,1660195697054,249
3405,590,1660195697054,208
3406,630,1660195697054,130
3407,680,1660195697054,125
3410,415,1660195695380,34
3411,445,1660195695380,327
3412,480,1660195695380,1486
3413,515,1660195695380,410
3414,555,1660195695380,251
3415,590,1660195695380,209
3416,630,1660195695380,130
3417,680,1660195695380,125
3420,415,1660195694764,34
3421,445,1660195694764,328
3422,480,1660195694764,1487
3423,515,1660195694764,411
3424,555,1660195694764,251
3425,590,1660195694764,209
3426,630,1660195694764,130
3427,680,1660195694764,127
3430,415,1660195694149,35
3431,445,1660195694149,328
3432,480,1660195694149,1488
3433,515,1660195694149,410
3434,555,1660195694149,250
3435,590,1660195694149,208
3436,630,1660195694149,129
3437,680,1660195694149,125
3440,415,1660195693533,34
3441,445,1660195693533,328
3442,480,1660195693533,1493
3443,515,1660195693533,414
3444,555,1660195693533,250
3445,590,1660195693533,209
3446,630,1660195693533,129
3447,680,1660195693533,126
3450,415,1660195692917,35
3451,445,1660195692917,328
3452,480,1660195692917,1495
3453,515,1660195692917,413
3454,555,1660195692917,251
3455,590,1660195692917,209
3456,630,1660195692917,130
3457,680,1660195692917,126
3460,415,1660195692300,34
3461,445,1660195692300,327
3462,480,1660195692300,1493
3463,515,1660195692300,413
3464,555,1660195692300,251
3465,590,1660195692300,209
3466,630,1660195692300,131
3467,680,1660195692300,126
3470,415,1660195691683,1160
3471,445,1660195691683,1164
3472,480,1660195691683,1698
3473,515,1660195691683,10096
3474,555,1660195691683,23794
3475,590,1660195691683,18818
3476,630,1660195691683,14056
3477,680,1660195691683,10653
3480,415,1660195691066,1159
3481,445,1660195691066,1164
3482,480,1660195691066,1696
3483,515,1660195691066,10089
3484,555,1660195691066,23827
3485,590,1660195691066,18857
3486,630,1660195691066,14092
3487,680,1660195691066,10681
3490,415,1660195690653,1158
3491,445,1660195690653,1160
3492,480,1660195690653,1693
3493,515,1660195690653,10060
3494,555,1660195690653,23838
3495,590,1660195690653,18825
3496,630,1660195690653,14060
3497,680,1660195690653,10658
3500,415,1660195690565,1156
3501,445,1660195690565,1161
3502,480,1660195690565,1692
3503,515,1660195690565,10059
3504,555,1660195690565,23812
3505,590,1660195690565,18815
3506,630,1660195690565,14046
3507,680,1660195690565,10641
3510,415,1660195689216,1157
3511,445,1660195689216,1160
3512,480,1660195689216,1693
3513,515,1660195689216,10060
3514,555,1660195689216,23835
3515,590,1660195689216,18855
3516,630,1660195689216,14094
3517,680,1660195689216,10688
3520,415,1660195688597,1156
3521,445,1660195688597,1160
3522,480,1660195688597,1691
3523,515,1660195688597,10063
3524,555,1660195688597,23863
3525,590,1660195688597,18877
3526,630,1660195688597,14101
3527,680,1660195688597,10681
3530,415,1660195687982,1161
3531,445,1660195687982,1164
3532,480,1660195687982,1697
3533,515,1660195687982,10091
3534,555,1660195687982,23786
3535,590,1660195687982,18805
3536,630,1660195687982,14039
3537,680,1660195687982,10645
3540,415,1660195687363,1160
3541,445,1660195687363,1164
3542,480,1660195687363,1699
3543,515,1660195687363,10097
3544,555,1660195687363,23773
3545,590,1660195687363,18804
3546,630,1660195687363,14047
3547,680,1660195687363,10643
3550,415,1660195686743,1160
3551,445,1660195686743,1165
3552,480,1660195686743,1699
3553,515,1660195686743,10097
3554,555,1660195686743,23777
3555,590,1660195686743,18801
3556,630,1660195686743,14046
3557,680,1660195686743,10646
3560,415,1660195686126,1156
3561,445,1660195686126,1161
3562,480,1660195686126,1693
3563,515,1660195686126,10063
3564,555,1660195686126,23824
3565,590,1660195686126,18849
3566,630,1660195686126,14092
3567,680,1660195686126,10683
3570,415,1660195685508,1156
3571,445,1660195685508,1160
3572,480,1660195685508,1691
3573,515,1660195685508,10064
3574,555,1660195685508,23861
3575,590,1660195685508,18869
3576,630,1660195685508,14093
3577,680,1660195685508,10681
3580,415,1660195684892,1160
3581,445,1660195684892,1164
3582,480,1660195684892,1697
3583,515,1660195684892,10097
3584,555,1660195684892,23783
3585,590,1660195684892,18801
3586,630,1660195684892,14036
3587,680,1660195684892,10647
3590,415,1660195684275,1161
3591,445,1660195684275,1163
3592,480,1660195684275,1696
3593,515,1660195684275,10093
3594,555,1660195684275,23787
3595,590,1660195684275,18800
3596,630,1660195684275,14055
3597,680,1660195684275,10641
3600,415,1660195683657,1156
3601,445,1660195683657,1161
3602,480,1660195683657,1691
3603,515,1660195683657,10064
3604,555,1660195683657,23859
3605,590,1660195683657,18869
3606,630,1660195683657,14103
3607,680,1660195683657,10687
3610,415,1660195683039,1156
3611,445,1660195683039,1160
3612,480,1660195683039,1693
3613,515,1660195683039,10059
3614,555,1660195683039,23859
3615,590,1660195683039,18861
3616,630,1660195683039,14094
3617,680,1660195683039,10680
3620,415,1660195682423,1156
3621,445,1660195682423,1160
3622,480,1660195682423,1691
3623,515,1660195682423,10062
3624,555,1660195682423,23858
3625,590,1660195682423,18861
3626,630,1660195682423,14086
3627,680,1660195682423,10679
3630,415,1660195681804,1156
3631,445,1660195681804,1159
3632,480,1660195681804,1690
3633,515,1660195681804,10064
3634,555,1660195681804,23863
3635,590,1660195681804,18872
3636,630,1660195681804,14091
3637,680,1660195681804,10679
3640,415,1660195681186,1156
3641,445,1660195681186,1160
3642,480,1660195681186,1690
3643,515,1660195681186,10059
3644,555,1660195681186,23863
3645,590,1660195681186,18874
3646,630,1660195681186,14091
3647,680,1660195681186,10687
3650,415,1660195680569,1160
3651,445,1660195680569,1162
3652,480,1660195680569,1693
3653,515,1660195680569,10080
3654,555,1660195680569,23863
3655,590,1660195680569,18870
3656,630,1660195680569,14086
3657,680,1660195680569,10678
3660,415,1660195679952,1156
3661,445,1660195679952,1160
3662,480,1660195679952,1692
3663,515,1660195679952,10059
3664,555,1660195679952,23785
3665,590,1660195679952,18818
3666,630,1660195679952,14043
3667,680,1660195679952,10645
3670,415,1660195679335,1160
3671,445,1660195679335,1165
3672,480,1660195679335,1699
3673,515,1660195679335,10096
3674,555,1660195679335,23802
3675,590,1660195679335,18809
3676,630,1660195679335,14045
3677,680,1660195679335,10652
3680,415,1660195678718,1157
3681,445,1660195678718,1161
3682,480,1660195678718,1692
3683,515,1660195678718,10060
3684,555,1660195678718,23789
3685,590,1660195678718,18798
3686,630,1660195678718,14043
3687,680,1660195678718,10653
3690,415,1660195678099,1156
3691,445,1660195678099,1161
3692,480,1660195678099,1692
3693,515,1660195678099,10062
3694,555,1660195678099,23878
3695,590,1660195678099,18877
3696,630,1660195678099,14089
3697,680,1660195678099,10685
3700,415,1660195677481,1160
3701,445,1660195677481,1164
3702,480,1660195677481,1696
3703,515,1660195677481,10093
3704,555,1660195677481,23854
3705,590,1660195677481,18848
3706,630,1660195677481,14078
3707,680,1660195677481,10666
3710,415,1660195676865,1160
3711,445,1660195676865,1165
3712,480,1660195676865,1698
3713,515,1660195676865,10095
3714,555,1660195676865,23786
3715,590,1660195676865,18809
3716,630,1660195676865,14044
3717,680,1660195676865,10647
3720,415,1660195676247,1159
3721,445,1660195676247,1164
3722,480,1660195676247,1697
3723,515,1660195676247,10095
3724,555,1660195676247,23805
3725,590,1660195676247,18815
3726,630,1660195676247,14046
3727,680,1660195676247,10656
3730,415,1660195675629,1156
3731,445,1660195675629,1160
3732,480,1660195675629,1691
3733,515,1660195675629,10062
3734,555,1660195675629,23782
3735,590,1660195675629,18807
3736,630,1660195675629,14037
3737,680,1660195675629,10645
3740,415,1660195675396,1160
3741,445,1660195675396,1164
3742,480,1660195675396,1697
3743,515,1660195675396,10092
3744,555,1660195675396,23782
3745,590,1660195675396,18811
3746,630,1660195675396,14051
3747,680,1660195675396,10642
3750,415,1660195675284,1158
3751,445,1660195675284,1163
3752,480,1660195675284,1695
3753,515,1660195675284,10077
3754,555,1660195675284,23785
3755,590,1660195675284,18804
3756,630,1660195675284,14050
3757,680,1660195675284,10654
3760,415,1660195673778,1156
3761,445,1660195673778,1160
3762,480,1660195673778,1691
3763,515,1660195673778,10062
3764,555,1660195673778,23846
3765,590,1660195673778,18850
3766,630,1660195673778,14068
3767,680,1660195673778,10665
3770,415,1660195673160,1156
3771,445,1660195673160,1161
3772,480,1660195673160,1693
3773,515,1660195673160,10061
3774,555,1660195673160,23830
3775,590,1660195673160,18850
3776,630,1660195673160,14095
3777,680,1660195673160,10678
3780,415,1660195672544,1160
3781,445,1660195672544,1164
3782,480,1660195672544,1698
3783,515,1660195672544,10092
3784,555,1660195672544,23806
3785,590,1660195672544,18814
3786,630,1660195672544,14060
3787,680,1660195672544,10660
3790,415,1660195671926,1156
3791,445,1660195671926,1161
3792,480,1660195671926,1691
3793,515,1660195671926,10063
3794,555,1660195671926,23799
3795,590,1660195671926,18812
3796,630,1660195671926,14050
3797,680,1660195671926,10651
3800,415,1660195671309,1160
3801,445,1660195671309,1165
3802,480,1660195671309,1696
3803,515,1660195671309,10097
3804,555,1660195671309,23789
3805,590,1660195671309,18810
3806,630,1660195671309,14056
3807,680,1660195671309,10654
3810,415,1660195670690,1156
3811,445,1660195670690,1161
3812,480,1660195670690,1693
3813,515,1660195670690,10071
3814,555,1660195670690,23849
3815,590,1660195670690,18867
3816,630,1660195670690,14091
3817,680,1660195670690,10671
3820,415,1660195670073,1157
3821,445,1660195670073,1160
3822,480,1660195670073,1692
3823,515,1660195670073,10063
3824,555,1660195670073,23817
3825,590,1660195670073,18853
3826,630,1660195670073,14078
3827,680,1660195670073,10681
3830,415,1660195669456,1160
3831,445,1660195669456,1164
3832,480,1660195669456,1696
3833,515,1660195669456,10090
3834,555,1660195669456,23785
3835,590,1660195669456,18813
3836,630,1660195669456,14050
3837,680,1660195669456,10643
3840,415,1660195668841,1156
3841,445,1660195668841,1161
3842,480,1660195668841,1692
3843,515,1660195668841,10067
3844,555,1660195668841,23865
3845,590,1660195668841,18878
3846,630,1660195668841,14090
3847,680,1660195668841,10681
3850,415,1660195668224,1162
3851,445,1660195668224,1165
3852,480,1660195668224,1699
3853,515,1660195668224,10093
3854,555,1660195668224,23792
3855,590,1660195668224,18813
3856,630,1660195668224,14049
3857,680,1660195668224,10652
3860,415,1660195667605,1159
3861,445,1660195667605,1161
3862,480,1660195667605,1694
3863,515,1660195667605,10073
3864,555,1660195667605,23788
3865,590,1660195667605,18815
3866,630,1660195667605,14057
3867,680,1660195667605,10646
3870,415,1660195666989,1156
3871,445,1660195666989,1161
3872,480,1660195666989,1691
3873,515,1660195666989,10059
3874,555,1660195666989,23866
3875,590,1660195666989,18879
3876,630,1660195666989,14107
3877,680,1660195666989,10685
3880,415,1660195666372,1156
3881,445,1660195666372,1161
3882,480,1660195666372,1692
3883,515,1660195666372,10059
3884,555,1660195666372,23865
3885,590,1660195666372,18898
3886,630,1660195666372,14101
3887,680,1660195666372,10685
3890,415,1660195665754,1161
3891,445,1660195665754,1164
3892,480,1660195665754,1697
3893,515,1660195665754,10096
3894,555,1660195665754,23787
3895,590,1660195665754,18817
3896,630,1660195665754,14046
3897,680,1660195665754,10647
3900,415,1660195665135,1161
3901,445,1660195665135,1164
3902,480,1660195665135,1697
3903,515,1660195665135,10094
3904,555,1660195665135,23788
3905,590,1660195665135,18813
3906,630,1660195665135,14047
3907,680,1660195665135,10647
3910,415,1660195665057,1161
3911,445,1660195665057,1165
3912,480,1660195665057,1697
3913,515,1660195665057,10098
3914,555,1660195665057,23785
3915,590,1660195665057,18809
3916,630,1660195665057,14047
3917,680,1660195665057,10654
3920,415,1660195665053,1160
3921,445,1660195665053,1165
3922,480,1660195665053,1697
3923,515,1660195665053,10096
3924,555,1660195665053,23836
3925,590,1660195665053,18847
3926,630,1660195665053,14066
3927,680,1660195665053,10657
3930,415,1660195663286,1159
3931,445,1660195663286,1164
3932,480,1660195663286,1697
3933,515,1660195663286,10095
3934,555,1660195663286,23789
3935,590,1660195663286,18820
3936,630,1660195663286,14048
3937,680,1660195663286,10653
3940,415,1660195662670,1159
3941,445,1660195662670,1164
3942,480,1660195662670,1695
3943,515,1660195662670,10091
3944,555,1660195662670,23824
3945,590,1660195662670,18842
3946,630,1660195662670,14062
