,Timestamp,F1_415nm,F2_445nm,F3_480nm,F4_515nm,F5_555nm,F6_590nm,F7_630nm,F8_680nm,Clear,NIR,LED
668,1685332668.4691732,9852,9449,9558,8842,3477,2394,1063,2144,2337,5289,530
669,1685332668.7691731,3142,6444,9167,4729,830,2381,5237,1723,9966,2066,940
670,1685332669.069173,4429,4748,2461,2732,9478,642,4896,8407,939,5196,580
671,1685332669.369173,4589,2792,8632,2254,9386,1698,2885,9912,562,3410,600
672,1685332669.669173,5764,1864,6112,5578,7137,9134,3865,2148,3329,2783,633
673,1685332669.9691732,2792,633,5632,2830,7511,8566,593,6012,1976,9484,670
674,1685332670.2691731,8371,5188,4570,7548,9345,4958,1377,8565,9538,4784,415
675,1685332670.569173,8286,8014,1655,9131,6799,3551,1753,8865,4405,9042,460
676,1685332670.869173,8708,9640,1941,9346,6127,3660,5479,1009,7928,511,470
677,1685332671.169173,1621,7107,9032,290,2145,2299,6241,7757,2589,6986,530
678,1685332671.4691732,4346,8826,1967,9823,6692,3746,5803,328,6515,7271,940
679,1685332671.7691731,5409,1656,2307,4204,7734,6258,1873,2948,1235,2185,580
680,1685332672.069173,737,8915,502,6382,9845,755,8607,5370,9601,8559,600
681,1685332672.369173,7730,1592,4900,9961,5610,5277,276,2262,7783,5263,633
682,1685332672.669173,1079,8657,7460,7111,8077,3970,1481,8254,1650,431,670
683,1685332672.9691732,9846,7846,2399,476,5699,6241,1538,4310,3375,9388,415
684,1685332673.2691731,6662,4824,1424,5419,1138,6241,6108,5501,3093,5479,460
685,1685332673.569173,6054,5041,376,9614,7319,8880,5572,6272,8853,1783,470
686,1685332673.869173,4208,7697,4172,8791,4461,8227,7723,9131,5491,3260,530
687,1685332674.169173,2388,9830,6539,1080,7803,3890,627,2318,7965,5981,940
688,1685332674.4691732,7729,9144,6358,9598,9590,1405,4258,1993,8721,275,580
689,1685332674.7691731,1122,6870,1253,2712,6086,4082,7297,2061,3582,2447,600
690,1685332675.069173,4727,263,4284,2075,5771,2916,5081,5168,2659,6841,633
691,1685332675.369173,6131,2946,7544,4434,3663,6836,605,8189,8612,5286,670
692,1685332675.669173,4778,5111,4471,2395,1249,5237,5826,5895,5341,7464,415
693,1685332675.9691732,8406,1803,3913,670,9030,9479,8572,6965,6430,1855,460
694,1685332676.2691731,6837,8288,7209,8362,7298,5163,6861,6964,3074,8729,470
695,1685332676.569173,8203,7394,7629,6057,9106,9377,9681,6433,852,3937,530
696,1685332676.869173,9926,9178,800,6377,2118,2444,7489,1705,6661,919,940
697,1685332677.169173,7999,2395,8974,7317,2720,9493,8864,2717,1874,7600,580
698,1685332677.4691732,2749,6990,4170,9175,3532,9217,5278,132,2558,4619,600
699,1685332677.7691731,9515,3847,2232,5461,867,458,4265,4716,3265,2163,633
700,1685332678.069173,470,3067,8593,5389,164,7305,2713,3587,3055,8017,670
701,1685332678.369173,7303,8291,9777,802,4615,3605,6753,9000,9943,7994,415
702,1685332678.669173,994,6253,1719,6313,698,8222,6590,4035,3374,1743,460
703,1685332678.9691732,8766,9874,3541,923,6483,4211,9264,1660,8613,1884,470
704,1685332679.2691731,6385,6449,1045,3440,4168,4598,4627,4575,371,6608,530
705,1685332679.569173,3348,6790,5732,8592,9015,3907,8164,1612,7431,139,940
706,1685332679.869173,5686,616,3115,6534,3537,9033,8568,6622,2370,9756,580
707,1685332680.169173,7163,7267,115,9604,462,4091,4083,8974,9933,8340,600
708,1685332680.4691732,6775,4060,9806,4198,4426,1673,7239,1980,6316,3622,633
709,1685332680.7691731,1921,2363,1551,5092,2565,9038,5900,3711,7254,6607,670
710,1685332681.069173,3277,9734,5804,9666,4590,4101,7633,9556,8878,1243,415
711,1685332681.369173,7516,5886,5953,8697,5960,9565,5549,2387,2488,8083,460
712,1685332681.669173,6444,7309,402,4700,7320,4608,8548,1467,948,6266,470
713,1685332681.9691732,2437,7903,1142,9301,9351,1808,3486,7525,9786,7876,530
714,1685332682.2691731,2655,5044,7298,3813,8476,9166,4133,788,9415,4926,940
715,1685332682.569173,2430,7941,7395,5507,2361,8921,5845,5711,605,2500,580
716,1685332682.869173,7097,2754,6028,9323,3154,5306,8141,7289,4752,7964,600
717,1685332683.169173,2038,8983,7927,3844,5130,3754,4497,8885,2676,1165,633
718,1685332683.4691732,5896,3186,8875,4411,8836,1193,2049,2597,6009,6920,670
719,1685332683.7691731,8757,4453,4314,6931,6132,9092,4384,8272,2534,6089,415
720,1685332684.069173,6871,6416,8879,6362,937,6298,2557,3545,4966,3001,460
721,1685332684.369173,7869,6370,970,9757,566,8322,7725,8034,5667,5951,470
722,1685332684.669173,6456,5516,8139,9529,8975,8788,5943,7641,4455,8625,530
723,1685332684.9691732,7625,8598,4791,3814,985,8458,2824,8149,8057,5824,940
724,1685332685.2691731,1174,3040,7177,1902,8537,9424,2321,7687,1781,357,580
725,1685332685.569173,8818,8399,4676,4358,3923,286,3501,8524,7089,9287,600
726,1685332685.869173,2234,377,2813,9233,5860,1742,818,980,8673,151,633
727,1685332686.169173,2072,8345,6176,3486,8314,543,4644,4551,519,4196,670
728,1685332686.4691732,629,2500,5712,9640,8968,3375,760,3901,5219,9406,415
729,1685332686.7691731,4189,5011,7805,9384,2055,2210,615,6236,9145,7248,460
730,1685332687.069173,6181,5310,2548,9504,6684,8460,7794,967,4618,1325,470
731,1685332687.369173,4524,6881,8464,3942,8722,7912,5566,4061,8836,9038,530
732,1685332687.669173,7033,2523,8052,9683,6103,224,8834,1112,2849,3558,940
733,1685332687.9691732,9579,9432,3378,9781,3829,9525,3027,2440,8651,6202,580
734,1685332688.2691731,1411,6059,3453,2699,9198,652,5253,6659,583,2933,600
735,1685332688.569173,3365,4932,1141,4163,5714,4431,5167,2552,264,4215,633
736,1685332688.869173,9556,1882,928,1958,4700,1609,2712,7003,7095,5081,670
737,1685332689.169173,6886,2416,6627,2620,4038,7560,7237,3291,317,3078,415
738,1685332689.4691732,5673,951,2379,3785,1092,4853,6299,148,8969,5290,460
739,1685332689.7691731,6516,903,3749,7237,6053,8048,4467,8189,9795,8738,470
740,1685332690.069173,4999,2072,9822,5521,8322,4260,1406,1293,5526,9874,530
741,1685332690.369173,9083,8663,7335,7538,8181,4459,7817,3486,4952,6196,940
742,1685332690.669173,3143,2253,316,8536,1668,6133,8979,9137,6281,2789,580
743,1685332690.9691732,3472,8471,7891,2274,2809,7842,9380,2233,1758,9994,600
744,1685332691.2691731,1638,7047,7410,3072,8643,1965,679,5658,8458,4844,633
745,1685332691.569173,7156,1450,1046,3562,7632,2436,7819,3615,5448,9384,670
746,1685332691.869173,9249,4081,1740,3753,553,879,8629,9041,9931,1626,415
747,1685332692.169173,8646,9018,3802,1502,996,4321,7991,6800,9055,9819,460
748,1685332692.4691732,5421,2046,2951,6443,6458,7309,5655,9904,8680,9985,470
749,1685332692.7691731,3128,3908,4023,5649,3357,7607,2454,9047,5641,7534,530
750,1685332693.069173,5210,8711,5952,5260,2079,3803,7843,2090,125,2996,940
751,1685332693.369173,6310,1470,2370,7854,700,7597,6276,8205,3056,8454,580
752,1685332693.669173,3717,2147,2494,2371,5246,9682,6779,625,6007,2763,600
753,1685332693.9691732,1737,5707,100,2583,3463,4045,770,6024,838,2719,633
754,1685332694.2691731,2336,867,822,6341,7928,800,5348,4878,7433,648,670
755,1685332694.569173,8772,6619,5086,7081,9460,3799,2875,8278,6300,6573,415
756,1685332694.869173,8550,7709,9922,6890,420,8312,5920,2135,8011,3793,460
757,1685332695.169173,139,2962,4380,1913,6834,9160,6189,5753,3226,8365,470
758,1685332695.4691732,2978,3310,758,9551,9800,9811,4259,1161,8275,2938,530
759,1685332695.7691731,7489,4881,3475,1679,310,3284,291,9240,9504,6943,940
760,1685332696.069173,7776,114,3747,480,1520,2666,8602,4642,4385,8969,580
761,1685332696.369173,6147,5529,1503,6437,7365,473,2054,1089,9665,9007,600
762,1685332696.669173,8485,6698,2171,3024,2139,9124,1438,919,8266,1795,633
763,1685332696.9691732,8045,6946,5599,3356,7242,2700,8271,3219,7713,5869,670
764,1685332697.2691731,9018,4591,7883,7507,6890,6255,1326,3072,7486,4108,415
765,1685332697.569173,7884,3736,7572,4129,7842,1773,791,4089,6758,3174,460
766,1685332697.869173,5335,5759,2679,4562,442,723,5506,1546,8679,4012,470
767,1685332698.169173,9654,886,1652,4804,2336,639,1815,5169,5150,3804,530
768,1685332698.4691732,6729,7015,6808,1749,7040,8856,691,5651,3986,3055,940
769,1685332698.7691731,6039,1376,9059,7856,859,5595,7486,7233,6641,6416,580
770,1685332699.069173,9900,7445,2098,9429,8441,9273,1860,5929,8241,9124,600
771,1685332699.369173,3801,7470,2092,4116,3421,2617,7046,6091,8237,1171,633
772,1685332699.669173,3994,514,5436,8850,8790,411,9607,8681,8521,7817,670
773,1685332699.9691732,5030,5687,3930,2252,8354,6529,6388,6966,4428,6481,415
774,1685332700.2691731,135,4114,8716,4413,2989,3661,6599,7423,6567,5762,460
775,1685332700.569173,2464,6437,9546,9417,6516,8890,7246,3497,8254,2625,470
776,1685332700.869173,4105,9579,9356,9268,5631,5400,7104,8617,6268,2422,530
777,1685332701.169173,7875,8013,8833,1802,8060,5747,1567,8100,2728,7509,940
778,1685332701.4691732,9725,2994,8177,6024,790,663,6430,8278,1163,1803,580
779,1685332701.7691731,9059,8204,7215,222,4527,5920,5007,1538,8918,6619,600
780,1685332702.069173,3519,456,2480,3691,2918,3160,9759,365,8760,4679,633
781,1685332702.369173,7470,7281,3772,7050,7352,697,1950,5378,9935,6059,670
782,1685332702.669173,4868,489,5091,8797,5907,7626,4488,6439,4197,6724,415
783,1685332702.9691732,8970,3887,6607,5788,7515,6305,2745,7187,7480,3931,460
784,1685332703.2691731,5558,9075,9860,4860,9026,8547,3512,9704,5184,6023,470
785,1685332703.569173,1299,8553,3184,7684,623,6283,8678,2325,4484,9170,530
786,1685332703.869173,8044,6954,1369,7810,3165,9447,2711,874,1869,6285,940
787,1685332704.169173,8787,6137,4657,9968,3190,8432,5136,1085,5407,1446,580
788,1685332704.4691732,9138,6099,6178,3802,9832,557,1815,103,9152,1465,600
789,1685332704.7691731,2201,1399,5718,6166,7874,5968,9557,4594,3996,2555,633
790,1685332705.069173,716,3127,6812,8790,9653,1062,9116,9211,5951,8324,670
791,1685332705.369173,5098,4966,4645,6511,9695,7607,6079,9070,3668,2469,415
792,1685332705.669173,1526,6252,5138,4952,2772,1851,911,2643,884,425,460
793,1685332705.9691732,3975,6684,407,518,9626,3131,9191,191,4883,897,470
794,1685332706.2691731,7137,741,8764,6636,4688,1133,7864,700,656,3966,530
795,1685332706.569173,8862,5232,550,7858,1853,4834,5937,5988,9847,2857,940
796,1685332706.869173,7880,5680,296,3806,8423,4264,114,9522,194,4839,580
797,1685332707.169173,8242,1373,6007,6670,8623,526,6668,707,2735,4034,600
798,1685332707.4691732,6473,9530,8471,2449,4446,118,9278,2995,4759,7773,633
799,1685332707.7691731,9970,630,3710,6824,7683,1503,9644,183,103,9943,670
800,1685332708.069173,5687,5585,9670,1221,7154,5682,5716,1657,2033,4110,415
801,1685332708.369173,5006,9197,473,2347,9754,6888,3418,2652,4537,2536,460
802,1685332708.669173,3924,8006,7436,2489,9809,844,3836,7056,9030,7946,470
803,1685332708.9691732,4518,4836,8255,4088,2829,4357,7671,2633,4648,6618,530
804,1685332709.2691731,7117,8141,6089,9699,8217,5179,7981,6355,1209,7259,940
805,1685332709.569173,3292,856,6091,2507,8149,2032,8066,6787,8840,9514,580
806,1685332709.869173,5762,6831,6354,684,2274,4477,5234,2794,5402,4249,600
807,1685332710.169173,2141,9322,9367,705,8099,5523,6053,2658,9874,9816,633
808,1685332710.4691732,586,2394,2287,9581,8441,9597,7467,9482,7313,4739,670
809,1685332710.7691731,490,3503,5815,9984,8408,3815,4058,9675,1264,2481,415
810,1685332711.069173,9931,4344,4076,9143,4256,5755,8300,5424,8124,9138,460
811,1685332711.369173,141,3143,3074,6919,3877,6812,391,3209,3043,6632,470
812,1685332711.669173,5593,6648,8034,1497,5596,1747,4154,4456,6512,4312,530
813,1685332711.9691732,3362,3191,1162,7544,2085,7813,5151,8619,9123,5311,940
814,1685332712.2691731,7447,5476,7675,2460,3558,9732,1687,8732,9428,3555,580
815,1685332712.569173,8952,7406,3691,4232,9227,7218,5776,3015,4549,420,600
816,1685332712.869173,9282,6051,3600,786,287,9496,3520,175,8043,1759,633
817,1685332713.169173,5210,6085,5637,4433,4548,7465,882,2284,2401,4438,670
818,1685332713.4691732,5489,4841,6148,3932,1199,1482,4341,9160,7484,4806,415
819,1685332713.7691731,399,3013,8754,2870,2846,4054,7847,3448,5707,9680,460
820,1685332714.069173,9695,3625,7774,1980,9078,3009,7173,215,6200,7960,470
821,1685332714.369173,5363,8203,3494,4723,6010,7622,452,2321,5405,2405,530
822,1685332714.669173,7735,9268,9725,4026,2944,9853,6068,1440,8009,6335,940
823,1685332714.9691732,4304,7705,4183,9288,6776,5814,6860,8611,3864,4601,580
824,1685332715.2691731,3478,8573,9941,6404,1245,3919,7865,8348,1671,2611,600
825,1685332715.569173,9632,4557,8289,1465,364,7343,7407,930,9148,2304,633
826,1685332715.869173,2774,4751,6195,7646,512,550,2568,3961,6805,2219,670
827,1685332716.169173,1986,4232,5516,8555,5960,3016,6631,2381,6095,5396,415
828,1685332716.4691732,2979,1543,6376,2564,4222,4470,4606,719,9551,6101,460
829,1685332716.7691731,3247,6903,4646,790,8967,8352,7502,6131,287,7788,470
830,1685332717.069173,6713,8286,5182,659,5392,8819,4644,7429,3173,3772,530
831,1685332717.369173,1073,7299,7406,171,8542,6597,6702,9057,9211,3142,940
832,1685332717.669173,4471,1813,2426,8763,530,1628,3596,2761,9906,3862,580
833,1685332717.9691732,7578,7502,7609,5426,6595,7413,2485,7391,3692,8423,600
834,1685332718.2691731,3827,2472,3186,3806,3934,4347,1792,3742,2894,4880,633
835,1685332718.569173,9656,6989,7564,5674,391,7787,9268,8496,4173,1628,670
836,1685332718.869173,9096,4579,8921,1412,3909,6479,9065,2531,3307,4843,415
837,1685332719.169173,103,1909,4913,9943,7136,5868,4063,8335,4753,2703,460
838,1685332719.4691732,5460,6444,2247,4630,9690,8468,9257,7239,9743,2544,470
839,1685332719.7691731,1958,8876,6259,1588,9216,1448,9997,7644,9367,6900,530
840,1685332720.069173,523,6604,7940,8663,5349,3678,9050,9810,6157,1771,940
841,1685332720.369173,5051,1098,2578,6984,6006,8563,2624,8869,5282,1567,580
842,1685332720.669173,1802,9635,6968,3955,1729,2127,617,2586,5940,8922,600
843,1685332720.9691732,3272,6636,3749,9931,3890,1506,8555,8740,6445,6187,633
844,1685332721.2691731,1433,2267,929,8235,8156,4953,1575,8920,9024,8663,670
845,1685332721.569173,9429,2291,3014,5198,1256,1325,6303,1463,6533,2324,415
846,1685332721.869173,204,2649,6189,4378,1976,404,7797,6326,3218,4758,460
847,1685332722.169173,4593,7819,8995,4305,4906,7133,8440,5603,527,5984,470
848,1685332722.4691732,9265,4233,3820,5399,2266,6256,6500,2086,7491,9157,530
849,1685332722.7691731,1957,3346,7833,2559,8532,1714,5754,2489,7449,9354,940
850,1685332723.069173,7362,2126,8939,884,9375,6466,1250,8451,7943,6148,580
851,1685332723.369173,6123,7348,5366,9899,1584,7764,4423,6687,5370,9753,600
852,1685332723.669173,4786,7762,2678,2425,2872,2976,5983,2629,8995,6462,633
853,1685332723.9691732,7657,1835,4114,5441,3835,9063,5104,7107,5737,7542,670
854,1685332724.2691731,5877,3825,1529,1235,2976,9589,4510,8584,2859,7376,415
855,1685332724.569173,4424,7896,9204,5539,4216,3517,3138,8392,8978,1117,460
856,1685332724.869173,9086,8011,9449,8484,1368,5877,2571,3242,943,608,470
857,1685332725.169173,848,8145,9077,8245,9309,8378,2235,6968,6268,8239,530
858,1685332725.4691732,3933,4842,8252,5791,1104,5461,108,7081,4948,7353,940
859,1685332725.7691731,9891,2147,217,7040,8150,2939,3023,2465,8896,8865,580
860,1685332726.069173,3320,1198,974,7354,1254,825,4303,8996,2245,6444,600
861,1685332726.369173,9059,1216,6204,8019,7748,1198,5407,5233,531,8385,633
862,1685332726.669173,2843,5733,354,8611,9321,6641,4103,1802,136,3122,670
863,1685332726.9691732,4348,5788,8088,4191,1108,9794,5028,384,2536,414,415
864,1685332727.2691731,5453,9742,7206,7471,3372,1237,2444,7074,9433,1571,460
865,1685332727.569173,9243,362,4755,1573,7991,7017,6513,7493,5538,212,470
866,1685332727.869173,6734,7048,3205,3915,700,3694,9693,6132,7918,1215,530
867,1685332728.169173,3430,9648,8896,7274,8067,1426,5576,258,704,3724,940
868,1685332728.4691732,8103,3706,8554,6591,6359,3927,3585,3539,1663,1323,580
869,1685332728.7691731,327,9858,5272,1850,3099,3756,5866,8194,3355,5013,600
870,1685332729.069173,7133,5129,8454,3926,8002,9177,2986,628,7693,1589,633
871,1685332729.369173,6588,4819,3655,8293,5530,9047,8765,6416,2081,5923,670
872,1685332729.669173,1482,2802,1006,7113,370,3919,5116,6634,8008,7953,415
873,1685332729.9691732,5152,3703,3855,3347,544,7762,882,9007,7110,4435,460
874,1685332730.2691731,5463,3243,3447,5049,1677,3490,6465,220,5971,3701,470
875,1685332730.569173,7423,5129,5942,7262,2787,4361,7460,7889,9108,9496,530
876,1685332730.869173,5209,9992,7540,2501,1116,1044,494,2532,1390,7940,940
877,1685332731.169173,1450,5471,7031,277,5343,2005,3006,2146,8259,3889,580
878,1685332731.4691732,8604,150,2296,5716,918,9378,2064,9559,2960,9503,600
879,1685332731.7691731,3650,1965,5787,7529,4927,5325,1337,4677,2847,3261,633
880,1685332732.069173,1908,9522,3238,3989,7959,6759,3139,2821,8396,753,670
881,1685332732.369173,5404,6898,7546,3883,5528,1063,8092,5652,6388,5896,415
882,1685332732.669173,6599,2795,3315,859,9954,6671,2312,9633,2091,1312,460
883,1685332732.9691732,6670,5129,930,8412,2252,4862,3631,2393,3277,6530,470
884,1685332733.2691731,8836,7745,2770,442,4860,7595,5217,9797,8132,7495,530
885,1685332733.569173,4820,4786,4557,2270,3906,6838,5466,4112,6381,8823,940
886,1685332733.869173,8769,6992,8535,2608,9448,5722,9783,9026,6408,6221,580
887,1685332734.169173,4430,7118,1024,5535,4177,750,4171,3230,7541,3317,600
888,1685332734.4691732,4218,2000,5882,7251,8411,2781,273,3555,2571,2010,633
889,1685332734.7691731,2276,7614,1195,1432,3465,350,7577,1718,9941,8761,670
890,1685332735.069173,4065,7060,3788,9635,8076,9457,3385,6598,3590,8995,415
891,1685332735.369173,7301,1250,1735,4781,3832,9341,8866,7223,747,5381,460
892,1685332735.669173,3601,9035,2604,5057,8913,9385,1708,4553,5156,2392,470
893,1685332735.9691732,5182,9503,6480,1017,6391,7909,4153,5772,3173,3448,530
894,1685332736.2691731,2452,4668,8983,1999,9427,7232,8881,9390,2975,2221,940
895,1685332736.569173,115,8591,327,2906,5309,6958,7590,652,8744,6491,580
896,1685332736.869173,3343,543,6682,1276,7748,100,4627,2867,3142,5805,600
897,1685332737.169173,5686,5155,7161,1928,8960,5726,7074,9855,298,6512,633
898,1685332737.4691732,4618,4361,7789,3108,7582,2410,3062,669,4742,9720,670
899,1685332737.7691731,9309,5206,888,4234,8461,2723,2270,9231,9422,7784,415
